gene_id,gene_name,D13,D27,D33,S31,S44,S50,S52,S9
ENSMUSG00000036376,Abt1,371,58,523,220,517,490,250,498
ENSMUSG00000036377,Cracd,966.999,2315,391,726,1237,553,1234,230.99900000000002
ENSMUSG00000036381,P2ry14,48,37,31,75,0,14,13,46
ENSMUSG00000036390,Gadd45a,4977,653,5418.000000000001,1023,1004,1499,2342,4391
ENSMUSG00000036391,Sec24a,424.81699999999995,239,326,284,249,236,452,373
ENSMUSG00000036395,Glb1l2,0,0,0,0,18,0,0,4
ENSMUSG00000036398,Ppp1r11,517.999,747,637,650,533,710,730,826
ENSMUSG00000036401,Glt6d1,0,0,0,0,0,0,0,0
ENSMUSG00000036402,Gng12,1424.9999999999998,809.999,1895,1755.999,1649.0000000000002,1663.001,1327.0000000000002,1454.9999999999995
ENSMUSG00000036403,Cep135,493,535,498,353,440,581,588,441
ENSMUSG00000036411,9530077C05Rik,70,95,57,38,52,64,58,118.99900000000001
ENSMUSG00000036412,Arsi,4,0,33,38,0,0,0,21
ENSMUSG00000036422,Pcdh8,17,0,0,0,0,0,20,3
ENSMUSG00000036427,Gpi1,19375.001,7411,27234.000000000004,10579,14123.999999999998,19615.000999999993,13925.675000000001,28080.967
ENSMUSG00000036430,Tbcc,340,127,384,420,89,285,252,196
ENSMUSG00000036432,Siah2,446,208,348,193,229,146,425,452
ENSMUSG00000036435,Exoc1,1236,882,1246.13,919,1052.001,761.9999999999999,1060,917.0820000000001
ENSMUSG00000036437,Npy1r,0,0,0,0,0,0,1,0
ENSMUSG00000036438,Calm2,7523.000000000001,9629.000999999998,6322,8930,8971,7511.001,7260.000999999999,6772.998999999999
ENSMUSG00000036442,Thap11,412,561,644,539,651,570,637,625
ENSMUSG00000036446,Lum,0,60,0,0,27,0,22,1
ENSMUSG00000036449,Lcn8,0,0,0,0,0,0,0,0
ENSMUSG00000036450,Hif1an,696,410,714,553,448,696,992,600
ENSMUSG00000036452,NA,802.999,238.001,1041,302,293,399,922.001,854
ENSMUSG00000036459,Wtip,5,0,47,27,0,0,25,11
ENSMUSG00000036461,Elf1,2747.9999999999995,2263.001,1701.001,2356,2901,2576,2195,2577.9989999999993
ENSMUSG00000036463,4930544G11Rik,0,0,0,0,0,0,0,0
ENSMUSG00000036466,Megf11,6,1,0,0,0,2,15,5
ENSMUSG00000036469,Marchf1,723,121,678,607,122,234,609,673.999
ENSMUSG00000036473,Tbc1d24,415.00100000000003,294,373.00000000000006,350,397,546,729,401.999
ENSMUSG00000036478,Btg1,12116,2940,8696,6152,3240,4301,9869,14091
ENSMUSG00000036480,Prss56,0,0,0,0,0,0,0,1
ENSMUSG00000036492,Rnf39,0,0,29,0,1,0,0,0
ENSMUSG00000036499,Eea1,1001,696,823,1020,1321,1128,962,938
ENSMUSG00000036500,Akp3,0,0,0,0,0,0,0,0
ENSMUSG00000036501,Fam13b,1710.999,1748.001,1149.0000000000002,1179,1606.0000000000002,1075.999,1887,1268.0010000000004
ENSMUSG00000036502,Tmem255a,0,0,0,0,0,0,0,4
ENSMUSG00000036503,Rnf13,1106,506,1221.0000000000002,622,1100.001,719.9999999999999,939,1404.9999999999998
ENSMUSG00000036504,Phpt1,163,16,239,56,268,263,284,232
ENSMUSG00000036510,Cdh8,0,0,0,0,0,0,0,0
ENSMUSG00000036513,Commd2,449.99899999999997,458,363,416,354.001,468,522,491
ENSMUSG00000036521,Scgb2b2,0,0,0,0,0,0,0,0
ENSMUSG00000036523,Greb1,0,0,0,0,0,25,0,0
ENSMUSG00000036526,Card11,161,45,244,862,132,0,229,468
ENSMUSG00000036528,Ppfibp2,103.999,39,85,102,17,19,214,127.001
ENSMUSG00000036529,Sbf1,2245,1703.0000000000002,2230,1949.999,2287.0009999999997,2310,1950.0000000000002,2519.999
ENSMUSG00000036533,Cdc42ep3,1226,453,1434,651,494,604,772,965
ENSMUSG00000036534,Slc38a7,127,47,197,110,98,109,144,188.00000000000003
ENSMUSG00000036537,Rnf113a1,38,0,95,52,80,23,11,58
ENSMUSG00000036545,Adamts2,41,34,40,0,0,0,105,29
ENSMUSG00000036550,Cnot1,4873.999999999999,3051.0009999999997,4426.002,2942,3679,3144,3929.0000000000005,4895.999999999999
ENSMUSG00000036551,Akap14,3,0,0,0,0,0,0,0
ENSMUSG00000036552,Ermard,331.372,566.648,432.11699999999996,303.514,288.527,457.706,307.17100000000005,364.981
ENSMUSG00000036553,Sh3tc1,466,121,548.9999999999999,178,124,359,443,539
ENSMUSG00000036555,Iqce,222.00099999999998,285,103.99999999999999,185,378,272,328,215.001
ENSMUSG00000036557,Stpg4,0,0,0,0,0,0,0,0
ENSMUSG00000036560,Lgi4,16,0,0,0,21,0,0,1
ENSMUSG00000036561,Ppp6r2,413,156,493,570,305,320,326.001,435
ENSMUSG00000036564,Ndrg4,8,95,20,46,0,0,8,2
ENSMUSG00000036565,Ttyh3,2976,4271,3162,2651,4548,4357,2674,3036
ENSMUSG00000036568,Bicral,507,174,576,304,202,328,432,535
ENSMUSG00000036570,Fxyd1,0,0,7,0,0,0,0,12
ENSMUSG00000036572,Upf3b,822,450,780,999,918,852,723,574
ENSMUSG00000036574,Tex44,0,0,0,0,0,0,0,0
ENSMUSG00000036578,Fxyd7,6,0,0,0,0,0,0,9
ENSMUSG00000036580,Spg20,160,92,161,132,162,69,111,172
ENSMUSG00000036585,Fgf1,36,0,0,0,0,0,0,41
ENSMUSG00000036586,Grifin,0,0,0,0,0,0,0,0
ENSMUSG00000036587,Fut7,179,94,376,58,116,100,147,223
ENSMUSG00000036591,Arhgap21,803,537,441,437,789,551,347,587
ENSMUSG00000036594,H2-Aa,3235,1107,1985,14367,463,162,1947.001,5226.999
ENSMUSG00000036596,Cpz,0,0,0,37,0,0,0,0
ENSMUSG00000036598,Ccdc113,0,0,0,0,0,0,0,0
ENSMUSG00000036599,Chst12,1180,817,1478,1079,614,594,1113,1031.916
ENSMUSG00000036602,Alx1,0,0,0,0,0,0,0,0
ENSMUSG00000036606,Plxnb2,1830,901,1128.0010000000002,1869,1274,1439,1497,2321
ENSMUSG00000036611,Eepd1,420,70,415,134,19,57,190,440
ENSMUSG00000036613,Eipr1,570,811.9989999999999,718,672,436,833,672,550.999
ENSMUSG00000036615,Rfxap,307,309,439,208,274,199,265,353
ENSMUSG00000036617,Etl4,5,0,1,0,0,0,0,14
ENSMUSG00000036620,Mgat4b,575,622,532,535,637,370,529,456.001
ENSMUSG00000036622,Atp13a2,3739.9999999999995,5333.999000000001,2308.9990000000003,5110,6480.999000000001,3220,3538.9990000000003,3304.656
ENSMUSG00000036632,Alg5,538,438,506,545,535,293,437,493.001
ENSMUSG00000036634,Mag,52,0,79,110,48,0,51,68
ENSMUSG00000036636,Clcn7,731,299.959,738.0070000000001,446,648,767.754,750,576.9999999999999
ENSMUSG00000036639,Nudt1,251,594,136,168,449,445,189,242.00100000000003
ENSMUSG00000036641,Ccdc148,0,0,0,21,0,0,0,19
ENSMUSG00000036644,Tbc1d9b,1625,1208.0000000000002,1635.0000000000002,1372,1597,1500,1569,1813
ENSMUSG00000036646,Man1b1,2251,1617,1585,1663,1615,1792,2168,2145
ENSMUSG00000036647,Olfr6,0,0,0,0,0,0,0,0
ENSMUSG00000036655,Colec11,6,0,0,0,0,0,0,4
ENSMUSG00000036658,Olfr11,0,0,0,0,0,0,0,0
ENSMUSG00000036661,Dennd3,1089,158,1099.9999999999998,444,368,546.001,793,1259
ENSMUSG00000036667,Tcaf1,19,0,12,35,39,27,11,17
ENSMUSG00000036672,Cenpt,457.001,496,631.0009999999999,259,463,584,572,444
ENSMUSG00000036676,Tmtc3,276,242,321,397,529,424,364,310
ENSMUSG00000036678,Aaas,697.9999999999999,468,660.999,747,827.001,907,620,891
ENSMUSG00000036686,Cc2d1a,548,141,569,371,382,350,365,591.104
ENSMUSG00000036687,Tmem184a,4,0,0,0,0,28,0,0
ENSMUSG00000036693,Nop14,517,258,782,537,415,429,261,649
ENSMUSG00000036698,Ago2,2667,1426,2454,2365,1989,2250,2151,2852
ENSMUSG00000036699,Zcchc12,0,0,0,0,0,0,0,0
ENSMUSG00000036707,Cab39,3496,2314,3265,2528,2560,2461,3083,3341
ENSMUSG00000036712,Cyld,1373,606,1057.001,856,700.0000000000001,1058,1329,1269.001
ENSMUSG00000036718,Micall2,276,184,365,185,203,194,197,295
ENSMUSG00000036721,Zscan12,65,98,98,61,77,69,42,72
ENSMUSG00000036731,Cysrt1,0,0,0,0,0,0,0,0
ENSMUSG00000036733,Rbm42,1896.8220000000001,1722,2578.656,1479.328,2512,2029,1463,2388.854
ENSMUSG00000036737,Oxsr1,1166,1353,1044.999,940,1106.001,1184,1249,1015
ENSMUSG00000036743,Psma8,55,45,28,22,92,118,96,77.00099999999999
ENSMUSG00000036744,Olfr701,0,0,0,0,0,0,0,0
ENSMUSG00000036745,Ttll7,65,82,0,136,108,1,62,16
ENSMUSG00000036748,Cuedc2,1535.0000000000002,1547,1593,1194.001,1682.0009999999997,1709.999,1210.9999999999998,1623.0000000000002
ENSMUSG00000036749,Pramel5,0,0,0,0,0,0,0,0
ENSMUSG00000036751,Cox6b1,2873,3858,2989,2776,4450,3836,2952,3081
ENSMUSG00000036752,Tubb4b,7107,4726,7549,6536.81,5264,6137.822,6029.894,7196
ENSMUSG00000036760,Kcnk9,0,0,0,0,0,0,0,0
ENSMUSG00000036764,Dnajc12,74,131,88,40,147,169,53,100
ENSMUSG00000036766,Dner,0,0,0,0,0,0,0,0
ENSMUSG00000036768,Kif15,1494.0000000000002,799.9999999999999,1904,1121,1569,1306,1704.9999999999998,1568.076
ENSMUSG00000036769,Wdr44,308,153,209,247,182,173,389,264
ENSMUSG00000036770,Stpg3,0,44,0,0,0,0,0,0
ENSMUSG00000036775,Decr2,74,7,116.002,141,68,135,128,104
ENSMUSG00000036777,Anln,1249,1040,1546,1164,1760,1744,1678,1446
ENSMUSG00000036779,Tent4b,1094,1218,1055.999,737,816,575,973,829
ENSMUSG00000036781,Rps27l,1255.999,1677,1552.0010000000002,1481,1683.0000000000002,1558.0000000000002,1139.001,1325.9999999999998
ENSMUSG00000036782,Klhl13,0,0,0,41,0,0,0,10
ENSMUSG00000036790,Slitrk2,0,0,0,0,1,0,0,0
ENSMUSG00000036792,Mbd5,541,66,404,233,238,262,199,263
ENSMUSG00000036800,Fam135b,0,0,0,0,0,0,0,6
ENSMUSG00000036805,Noxa1,0,0,9,0,0,0,19,7
ENSMUSG00000036810,Cnep1r1,359.001,414,428,578,322,270.999,389,349
ENSMUSG00000036813,Entpd8,0,0,0,0,0,0,0,0
ENSMUSG00000036814,Slc6a20a,11,0,25,0,0,0,0,1
ENSMUSG00000036815,Dpp10,0,0,8,0,31,0,11,2.02
ENSMUSG00000036816,Atoh7,0,0,0,0,0,0,0,0
ENSMUSG00000036817,Sun1,1059,356.99999999999994,846.9999999999999,822,696,1104.999,796.001,893.0000000000001
ENSMUSG00000036819,Jmjd4,95,88,58,232,169,42,171,94
ENSMUSG00000036820,Amdhd2,590,278,588,466,505,548,694.001,589
ENSMUSG00000036822,Topors,914,339,881,424,750,502,1045,917
ENSMUSG00000036825,Ssx2ip,725.001,1029,541,757,964,491,1033,486
ENSMUSG00000036826,Igflr1,0,154,0,0,112.793,0,192.028,2.396
ENSMUSG00000036832,Lpar3,0,0,8,0,0,0,0,1
ENSMUSG00000036833,Pnpla7,1805.0000000000005,231,1366,555,1042,922,1233.999,1622.998
ENSMUSG00000036834,Plch1,0,0,0,0,0,0,0,2
ENSMUSG00000036835,Psenen,1039,1109.854,1374.0009999999997,1123,1106.7040000000002,1355,1204,1359.0009999999997
ENSMUSG00000036840,Siah1a,206.728,98,245,128,91.348,13,194,179
ENSMUSG00000036845,Lin37,362,6,536,308,188.99900000000002,131,245,350.99999999999994
ENSMUSG00000036850,Mrpl41,264,369,344,142,240,343,222,287
ENSMUSG00000036853,Mcoln3,0,0,15,35,16,0,43,7
ENSMUSG00000036854,Hspb6,154,0,82,222,184,141,84,102
ENSMUSG00000036855,Gjd4,0,0,0,0,0,0,0,0
ENSMUSG00000036856,Wnt4,19.067,0,23.242,20,1.033,7,65,0
ENSMUSG00000036858,Ptcra,3,0,2,0,0,0,0,2
ENSMUSG00000036860,Mrpl55,244,291,417,244,450.10499999999996,189,158,191.99899999999997
ENSMUSG00000036862,Dchs1,0,0,0,0,0,0,0,12
ENSMUSG00000036863,Syde2,133,178,54,17,171,145,36,88
ENSMUSG00000036864,Proser3,96,154,55,162,120,116,164,71
ENSMUSG00000036867,Smad6,4,0,2,0,0,0,1,36
ENSMUSG00000036872,Abcc12,0,0,0,0,0,0,0,0
ENSMUSG00000036873,2410004B18Rik,287.00000000000006,185,265,312,262,165.001,306.00000000000006,261
ENSMUSG00000036875,Dna2,1364.001,396,1115.999,644.999,705.0010000000001,1050.999,1235,1074.001
ENSMUSG00000036879,Phkb,1048,712,876,748.0010000000001,735,1130,898.0010000000001,757
ENSMUSG00000036880,Acaa2,745,817,1390,968,935,958,753,882
ENSMUSG00000036882,Arhgap33,456.99899999999997,330,360.00000000000006,268,257,263,312,300.9990000000001
ENSMUSG00000036885,Arhgef26,8,0,43,0,0,0,6,17
ENSMUSG00000036887,C1qa,738,41,279,525,38,0,144,950
ENSMUSG00000036890,Gtdc1,241,219,247,296,30,38,155,260.001
ENSMUSG00000036892,Prodh2,0,0,5,0,0,0,0,0
ENSMUSG00000036893,Ehmt1,1054,1347,919.9990000000001,512.001,747.0010000000001,904.001,1304.001,1066.9989999999998
ENSMUSG00000036894,Rap2b,1419.001,1024,1056,907,927,424,1260,943
ENSMUSG00000036896,C1qc,548,91,236,599,0,1,305,783
ENSMUSG00000036898,Zfp157,156,255,111,45,99,83,89,225.988
ENSMUSG00000036899,Trpv5,0,0,0,0,0,0,0,0
ENSMUSG00000036902,Neto2,172.99900000000002,58,116,96,159,268,218,199
ENSMUSG00000036904,Fzd8,6,0,9,0,0,0,0,5
ENSMUSG00000036905,C1qb,815,95,338,825,32,29,383,1153
ENSMUSG00000036907,C1ql2,0,0,0,0,0,0,0,0
ENSMUSG00000036908,Unc93b1,4023,618.001,4115.999,2850,1475,2909,3627,5259.999
ENSMUSG00000036912,Piwil4,0,0,0,0,0,0,0,0
ENSMUSG00000036913,Trim67,0,0,0,0,0,0,0,0
ENSMUSG00000036915,Kirrel2,0,0,0,0,0,0,0,0
ENSMUSG00000036916,Zfp280c,332.99899999999997,212,316.999,301,287,100,165,231.99900000000002
ENSMUSG00000036918,Ttc7,2481.9999999999995,946,1894.9999999999998,1856,1810.999,2108,2576,3265.001
ENSMUSG00000036921,Tex46,0,0,0,0,0,0,0,0
ENSMUSG00000036923,Stox1,0,0,0,0,0,0,0,0
ENSMUSG00000036924,Cst13,0,0,0,0,0,0,0,0
ENSMUSG00000036925,Mucl2,0,0,0,0,0,0,0,2
ENSMUSG00000036928,Stag3,234,0,269.002,84,256,231.999,214,118
ENSMUSG00000036931,Nfkbid,1397,161,407,435,175,84,804,1805
ENSMUSG00000036932,Aifm1,758,872,973,689,974,938,996,682
ENSMUSG00000036934,4921524J17Rik,164,73,390,241,56,251,238,215
ENSMUSG00000036938,Try5,0,0,0,0,0,0,0,0
ENSMUSG00000036940,Kdm1a,1141,970,1446.9999999999998,657,1250,937,1330,1364.0000000000002
ENSMUSG00000036941,Elac1,316,54,522,81,140,344,268,226
ENSMUSG00000036943,Rab8b,2660,1979.609,2583,3065,2337,1870,2742,2225
ENSMUSG00000036944,Tmem71,1130,374,730,357,150,634,640,937
ENSMUSG00000036948,Trappc14,1495.9989999999998,392,2419.0009999999997,740,1326,1902,2042,1833.0000000000002
ENSMUSG00000036949,Slc39a12,0,0,0,0,0,0,0,0
ENSMUSG00000036951,Aadacl2fm1,0,0,0,0,0,0,0,0
ENSMUSG00000036955,Kifbp,378,319,529,489,220,376,371,486
ENSMUSG00000036957,Lrfn3,0,0,0,0,0,0,0,0
ENSMUSG00000036958,Cst11,0,0,0,0,0,0,0,0
ENSMUSG00000036959,Bcorl1,564.001,167,696,253,410,317,615,545
ENSMUSG00000036960,Clca2,0,0,0,0,0,0,0,0
ENSMUSG00000036961,Wnt8b,0,0,0,0,0,0,0,0
ENSMUSG00000036962,Cfap221,0,0,0,0,0,0,0,0
ENSMUSG00000036964,Trim17,0,0,0,64.138,0,0,0,0
ENSMUSG00000036966,Spryd3,540,307,945,373,378,698,417,573
ENSMUSG00000036968,Cnpy4,541,382,730,319,324,684,607,465
ENSMUSG00000036972,Zic4,0,30,0,0,0,0,0,1
ENSMUSG00000036975,Tmem177,50,0,95,100,14,58,57,75
ENSMUSG00000036977,Anapc10,96,122,123,160,82,173,225,129
ENSMUSG00000036980,Taf6,669,428,647,735,743.6689999999999,987.001,394,806.0020000000001
ENSMUSG00000036983,Tfb1m,76.00000000000001,184,126,49,141,81,61,175
ENSMUSG00000036985,Zdhhc9,486.00000000000006,333,288,308,501,288,515,462.99999999999994
ENSMUSG00000036986,Pml,879.9999999999999,238,821.999,1018,547,588,576,921
ENSMUSG00000036989,Trim3,309.999,103,100,310,176,158,283,265
ENSMUSG00000036990,Otud4,1740,564,1569,1147,1563,1702,1606,1391
ENSMUSG00000036992,Nxt1,482,263,758,631,326,361,590,559
ENSMUSG00000036995,Asap3,0,0,0,0,0,0,0,1
ENSMUSG00000037001,Zfp39,66,55,115,155,159,97,119,110
ENSMUSG00000037003,Tns2,43,0,17,72,1,0,9,17
ENSMUSG00000037005,Xpnpep2,0,35,0,0,0,0,14,0
ENSMUSG00000037007,Zfp113,179,39,57,64,139,46.004000000000005,99,73.999
ENSMUSG00000037010,Apln,57,0,29,0,0,34,8,5
ENSMUSG00000037012,Hk1,5076.999999999999,6191.999,4256,3987.001,7561.000000000001,4842,4939,4215.999
ENSMUSG00000037013,Ss18,1528,1252,1109,1392,1422,1517,1416,1193
ENSMUSG00000037014,Sstr4,0,0,0,0,0,0,0,8
ENSMUSG00000037016,Frem2,0,0,0,0,0,0,0,1
ENSMUSG00000037017,Zscan21,346.99899999999997,150,293,245,181,167,90,246
ENSMUSG00000037020,Wdr62,410,296,437,282,391,323,324.001,312.001
ENSMUSG00000037022,Mmaa,85,38,137,141,168,0,66,94
ENSMUSG00000037025,Foxa2,0,0,0,13,0,0,0,0
ENSMUSG00000037028,Pramel18,0,0,0,0,0,0,0,0
ENSMUSG00000037029,Zfp146,568,421,526,268,539,633,222,400
ENSMUSG00000037031,Tspan15,4,0,9,0,0,0,0,11
ENSMUSG00000037032,Apbb1,113.00099999999999,54,26,59,0,0,0,55
ENSMUSG00000037033,Clca3b,0,0,0,0,0,0,0,0
ENSMUSG00000037034,Pax1,0,0,0,0,0,0,0,0
ENSMUSG00000037035,Inhbb,5,0,0,0,0,0,0,0
ENSMUSG00000037049,Smpd1,770,1052,461,1160,1247,537,767,612
ENSMUSG00000037053,Azgp1,0,0,0,0,0,0,0,0
ENSMUSG00000037058,Paip2,1988,983,1930,1186.0000000000002,1656,1598,1910.0000000000002,2188.0000000000005
ENSMUSG00000037060,Cavin3,200,277,27,277,318,90,99,83
ENSMUSG00000037062,Sh3glb1,3617,3266.0009999999997,2920.999,3497,3799,3182,3000.001,4247.999
ENSMUSG00000037064,NA,0,0,0,0,0,0,0,0
ENSMUSG00000037070,Rbmxl1,1354,843,1398.528,1233,1199,1160,1473,1646.887
ENSMUSG00000037071,Scd1,547.995,52,388,2026,35,0,367,1252
ENSMUSG00000037072,Selenof,3861,5143,3819,3097,5639,4671,4062,4002
ENSMUSG00000037075,Rnf139,720.969,378,570,878.94,622,380.192,509,718.763
ENSMUSG00000037085,Trmt12,57,44,144,75,34,37,31,29
ENSMUSG00000037086,Prr32,0,0,0,0,0,0,0,0
ENSMUSG00000037089,Slc35b2,836,851,807.9999999999999,969,1688.0000000000002,1014,818,1030.999
ENSMUSG00000037095,Lrg1,1596,742,9155,934,1798,3958,1661,3022
ENSMUSG00000037096,NA,141.738,137.017,199.426,110.932,78.884,0,60.422,326.884
ENSMUSG00000037098,Rab11fip3,22,26,10,65,40,0,87,72
ENSMUSG00000037101,Ttc29,0,0,0,0,0,0,0,0
ENSMUSG00000037103,Dcaf15,783,568,809,814,648,576,509,799
ENSMUSG00000037104,Socs5,232,92,97,420,442,58,282,198
ENSMUSG00000037106,Fer1l6,2,0,0,0,0,0,0,0
ENSMUSG00000037108,Zcwpw1,179,106,133,100,194.244,157,148,207.00000000000003
ENSMUSG00000037110,Ralgapa2,909.0000000000001,1264,507,1075,1304,748,1263,618
ENSMUSG00000037111,Setd7,1422,677,1278,929,1149,1076,1480,1306
ENSMUSG00000037112,Sik2,628.0000000000001,264,585,317,388,231.999,393.00100000000003,534
ENSMUSG00000037119,Fam91a1,1345,1394,1384,691,1094,1405,1342,1271
ENSMUSG00000037124,Trim58,196,435,74,222,311,145,119,104
ENSMUSG00000037126,Psd,0,0,0,0,1,14,0,0
ENSMUSG00000037129,Tmprss13,0,0,0,0,0,0,0,0
ENSMUSG00000037130,H2-M10.6,0,0,0,0,0,0,0,0
ENSMUSG00000037134,Prmt9,450,79,521,301,258,258,324,531
ENSMUSG00000037138,Aff3,250.00100000000003,88,437.99899999999997,161,75,124,202,294
ENSMUSG00000037139,Myom3,0,0,0,13,15,0,0,0
ENSMUSG00000037140,Tas2r108,0,0,0,0,0,0,0,0
ENSMUSG00000037143,Cfap61,0,0,0,0,0,0,0,1
ENSMUSG00000037145,Lypd8l,0,0,0,0,0,0,0,0
ENSMUSG00000037148,Arhgap10,996,2153,609,1399,974,612,989,555
ENSMUSG00000037149,Ddx1,1534,1403,1830.999,1559,2343,1423,1506,1684.961
ENSMUSG00000037151,Lrrc20,408,244,207,270,473,328,155,283
ENSMUSG00000037152,Ndufc1,525.0010000000001,921,605,429,541,665,641,425
ENSMUSG00000037157,Il22ra1,0,0,0,0,0,0,0,0
ENSMUSG00000037159,Wee2,0,0,0,0,0,0,0,0
ENSMUSG00000037161,Mgarp,0,0,0,0,0,0,0,0
ENSMUSG00000037166,Ppp1r14a,255,332,43,262,129,0,302,60
ENSMUSG00000037167,Spaca5,0,0,0,0,0,0,0,0
ENSMUSG00000037169,Mycn,397,295,300,195,731,897.001,399,351
ENSMUSG00000037171,Nodal,0,0,0,0,0,0,0,0
ENSMUSG00000037172,Dennd11,748,29,1048,459.00100000000003,306,788,714,345
ENSMUSG00000037174,Elf2,1339.002,1009,1531.0000000000002,694.999,877,576,794.999,1216.999
ENSMUSG00000037185,Krt80,451,86,285,228,228,155,342,927.763
ENSMUSG00000037188,Grhl3,0,0,0,0,0,0,0,0
ENSMUSG00000037190,Cyb561d2,194,466,240.00000000000003,319,545.9989999999999,249,195,189
ENSMUSG00000037196,Pacrg,0,0,0,0,0,0,18,0
ENSMUSG00000037197,Rbm17,1915,1319,2355,1053,1553,1515,1392,1912.001
ENSMUSG00000037202,Prf1,0,0,0,0,36,0,0,17
ENSMUSG00000037204,Atg101,1386,446,1740,759,1082,1364,894,1588
ENSMUSG00000037206,Islr,20,0,7,103,27,0,0,5
ENSMUSG00000037210,Fam193a,1095,416,794,645,689,309,995,1044.999
ENSMUSG00000037211,Spry1,462,1239,395,538,484,294,404,253
ENSMUSG00000037214,Thap1,184,159,264.999,126,128,271,224,241.001
ENSMUSG00000037216,Lipt1,7,0,6,63,0,0,0,14
ENSMUSG00000037217,Syn1,7,51,10,39,0,0,0,44
ENSMUSG00000037221,Mospd3,680,175,908,411,484,581.999,723,819.9999999999999
ENSMUSG00000037224,Zfyve28,22,0,21,29,0,0,105,136
ENSMUSG00000037225,Fgf2,5,0,0,0,0,0,0,0
ENSMUSG00000037234,Hook3,1607,967,1476.217,1176,936,1173,1781.001,1691
ENSMUSG00000037235,Mxd4,1143,842,735,1490,1045,1049,849,1047
ENSMUSG00000037236,Matr3,2966,2392,3248,2798,2666.873,2560.0009999999997,2827.8599999999997,3248.3399999999997
ENSMUSG00000037239,Spred3,69,0,10,85,151,121,106,38
ENSMUSG00000037242,Clic4,3872,7297,2055,4927,5453,3351,4217,2583
ENSMUSG00000037243,Zfp692,272,494,279,150,598,362,649,147
ENSMUSG00000037246,H2-M10.5,0,0,0,0,0,0,0,0
ENSMUSG00000037247,NA,0,0,0,0,0,0,0,0
ENSMUSG00000037251,Pomk,99,55,49,40,68,78,40,92
ENSMUSG00000037253,Mex3c,900,745,704,730,581,552,756,839
ENSMUSG00000037254,Itih2,0,0,0,0,69,0,0,0
ENSMUSG00000037257,Aagab,1308,1022,1147,940,1506,1375,1247,1337.9999999999998
ENSMUSG00000037259,Dzank1,12,0,0,0,0,0,0,2
ENSMUSG00000037260,Hgsnat,716,606,537,814,632,568,941,815
ENSMUSG00000037262,Kin,539.999,176,679,252,416,608,561,472
ENSMUSG00000037263,Aldh3b3,88.438,64,43,0,98,10,65,75.76599999999999
ENSMUSG00000037266,Rsrp1,9625.000999999998,3042.0000000000005,10831,5795.001,6045.000999999999,6051,10008.564000000002,8894.999000000002
ENSMUSG00000037270,4932438A13Rik,2361,1682,2396,2226.999,1711.999,1821,1813.0000000000002,2069.0089999999996
ENSMUSG00000037275,Gemin5,461,546,654,619,406,572,625,645.001
ENSMUSG00000037278,Tmem97,388,637,606,461,801,507,360,474
ENSMUSG00000037279,Ovol2,0,0,0,0,0,0,0,0
ENSMUSG00000037280,Galnt6,409,189,495,555,147,388,317,455
ENSMUSG00000037286,Stag1,1465.0010000000002,639,1255,793.999,1028,612,1081,1394
ENSMUSG00000037287,Tbcel,823,387,688,533,352,343,516,394
ENSMUSG00000037295,Ldlrap1,1558,1691,1645,1293,1255,920,1529,1219
ENSMUSG00000037296,Lsm1,280,555,247,210,190,350,221,301
ENSMUSG00000037300,Ttc13,747,660,1071,1193,1124.001,960,803,803.999
ENSMUSG00000037306,Man1c1,787,181,592,468,60,710,510,894
ENSMUSG00000037307,Banf2,0,0,0,0,0,0,0,0
ENSMUSG00000037313,Tacc3,2478,1431,3348,1190,2106,2854.9999999999995,1660,2550.9999999999995
ENSMUSG00000037315,Jade3,243,213,221,45,177,149,156,173
ENSMUSG00000037316,Bag4,275,224,267,255,159,140,209,278
ENSMUSG00000037318,Traf3ip3,1449,534,1692,783,668.999,1246.9999999999998,1036.001,1591.0000000000002
ENSMUSG00000037321,Tap1,2057,1704,2028,1897.0010000000002,2707,1489,1569,2299.9999999999995
ENSMUSG00000037325,Bbs7,42,0,48,18,15,99,14,36
ENSMUSG00000037326,Capn15,478,354,594,208,314,455,352.001,465.00000000000006
ENSMUSG00000037331,Larp1,3130,2740,3757,2392,3543,3423,2414,3422
ENSMUSG00000037334,H2-M1,0,0,0,0,0,0,0,0
ENSMUSG00000037335,Hand1,0,0,0,0,0,0,0,0
ENSMUSG00000037336,Mfsd2b,5964,10705,2832,8480.999999999998,10248,4970,9014.001,3027.001
ENSMUSG00000037337,Map4k1,2006,2087,1548,2597,3361,2368.0009999999997,1648.0000000000002,1874.0000000000002
ENSMUSG00000037339,Fam53a,415,568,403,340,468,565,460.99999999999994,412
ENSMUSG00000037341,Slc9a7,50,0,19,15,55,0,26,51
ENSMUSG00000037343,Taf2,803,669,853,290,881,799,613,725.0000000000001
ENSMUSG00000037344,Slc12a9,367,108,711,243,273,281,465,476
ENSMUSG00000037346,Hrh4,0,85,25,0,0,0,5,8
ENSMUSG00000037347,Chst7,0,0,0,0,0,0,0,11
ENSMUSG00000037348,Paqr7,866,1190.999,593,1515,1656,1094.001,1063,725.001
ENSMUSG00000037349,Nudt22,219,66,223,207,75,27,132,250
ENSMUSG00000037351,Actr1b,1240,868,1050.001,1167,1425,925,1018,1069
ENSMUSG00000037353,Letmd1,549,508,570.001,568,652.0000000000001,297,395,423
ENSMUSG00000037355,Uvssa,374,150,327,372,497,61,372,311
